Enlace,Periodo,Cap,Real,Img
PILV-PLYC,12.__2032,0.00,0.00,0.00
PILV-PLYC,13.__2033,0.00,0.00,0.00
PILV-PLYC,14.__2034,0.00,0.00,0.00
PILV-PLYC,15.__2035,0.00,0.00,0.00
PILV-PLYC,16.__2036,0.00,0.00,0.00
PILV-PLYC,17.__2037,0.00,0.00,0.00
PILV-PLYC,18.__2038,0.00,0.00,0.00
PILV-PLYC,19.__2039,0.00,0.00,0.00
PILV-PLYC,20.__2040,0.00,0.00,0.00
PILV-PLYC,21.__2041,0.00,0.00,0.00
PLYC-CANC,01.__2021,190.00,0.00,0.01
PLYC-CANC,02.__2022,0.00,0.00,0.00
PLYC-CANC,03.__2023,0.00,0.00,0.00
PLYC-CANC,04.__2024,-15.00,"1,000.00","10,000.00"
PLYC-CANC,05.__2025,0.00,0.00,0.00
PLYC-CANC,06.__2026,0.00,0.00,0.00
PLYC-CANC,07.__2027,0.00,0.00,0.00
PLYC-CANC,08.__2028,0.00,0.00,0.00
PLYC-CANC,09.__2029,0.00,0.00,0.00
PLYC-CANC,10.__2030,0.00,0.00,0.00
PLYC-CANC,11.__2031,0.00,0.00,0.00
PLYC-CANC,12.__2032,0.00,0.00,0.00
PLYC-CANC,13.__2033,0.00,0.00,0.00
PLYC-CANC,14.__2034,0.00,0.00,0.00
PLYC-CANC,15.__2035,0.00,0.00,0.00
PLYC-CANC,16.__2036,0.00,0.00,0.00
PLYC-CANC,17.__2037,0.00,0.00,0.00
PLYC-CANC,18.__2038,0.00,0.00,0.00
PLYC-CANC,19.__2039,0.00,0.00,0.00
PLYC-CANC,20.__2040,0.00,0.00,0.00
PLYC-CANC,21.__2041,0.00,0.00,0.00
PLYC-COZU,01.__2021,30.80,0.05,0.19
PLYC-COZU,02.__2022,0.00,0.00,0.00
PLYC-COZU,03.__2023,0.00,0.00,0.00
PLYC-COZU,04.__2024,114.20,0.01,0.03
PLYC-COZU,05.__2025,0.00,0.00,0.00
PLYC-COZU,06.__2026,0.00,0.00,0.00
PLYC-COZU,07.__2027,0.00,0.00,0.00
PLYC-COZU,08.__2028,0.00,0.00,0.00
PLYC-COZU,09.__2029,0.00,0.00,0.00
PLYC-COZU,10.__2030,0.00,0.00,0.00
PLYC-COZU,11.__2031,0.00,0.00,0.00
PLYC-COZU,12.__2032,0.00,0.00,0.00
PLYC-COZU,13.__2033,0.00,0.00,0.00
PLYC-COZU,14.__2034,0.00,0.00,0.00
PLYC-COZU,15.__2035,0.00,0.00,0.00
PLYC-COZU,16.__2036,0.00,0.00,0.00
PLYC-COZU,17.__2037,0.00,0.00,0.00
PLYC-COZU,18.__2038,0.00,0.00,0.00
PLYC-COZU,19.__2039,0.00,0.00,0.00
PLYC-COZU,20.__2040,0.00,0.00,0.00
PLYC-COZU,21.__2041,0.00,0.00,0.00
POZA-PUEB,01.__2021,310.00,0.01,0.05
POZA-PUEB,02.__2022,0.00,0.00,0.00
POZA-PUEB,03.__2023,0.00,0.00,0.00
POZA-PUEB,04.__2024,0.00,0.00,0.00
POZA-PUEB,05.__2025,0.00,0.00,0.00
POZA-PUEB,06.__2026,0.00,0.00,0.00
POZA-PUEB,07.__2027,90.00,6.38,523.41
POZA-PUEB,08.__2028,0.00,0.00,0.00
POZA-PUEB,09.__2029,0.00,0.00,0.00
POZA-PUEB,10.__2030,0.00,0.00,0.00
POZA-PUEB,11.__2031,0.00,0.00,0.00
POZA-PUEB,12.__2032,0.00,0.00,0.00
POZA-PUEB,13.__2033,0.00,0.00,0.00
POZA-PUEB,14.__2034,0.00,0.00,0.00
POZA-PUEB,15.__2035,0.00,0.00,0.00
POZA-PUEB,16.__2036,0.00,0.00,0.00
POZA-PUEB,17.__2037,0.00,0.00,0.00
POZA-PUEB,18.__2038,0.00,0.00,0.00
POZA-PUEB,19.__2039,0.00,0.00,0.00
POZA-PUEB,20.__2040,0.00,0.00,0.00
POZA-PUEB,21.__2041,0.00,0.00,0.00
POZA-TULA,01.__2021,"1,850.00",0.00,0.02
POZA-TULA,02.__2022,0.00,0.00,0.00
POZA-TULA,03.__2023,0.00,0.00,0.00
POZA-TULA,04.__2024,0.00,0.00,0.00
POZA-TULA,05.__2025,0.00,0.00,0.00
POZA-TULA,06.__2026,0.00,0.00,0.00
POZA-TULA,07.__2027,0.00,0.00,0.00
POZA-TULA,08.__2028,0.00,0.00,0.00
POZA-TULA,09.__2029,0.00,0.00,0.00
POZA-TULA,10.__2030,0.00,0.00,0.00
POZA-TULA,11.__2031,0.00,0.00,0.00
POZA-TULA,12.__2032,0.00,0.00,0.00
POZA-TULA,13.__2033,0.00,0.00,0.00
POZA-TULA,14.__2034,0.00,0.00,0.00
POZA-TULA,15.__2035,0.00,0.00,0.00
POZA-TULA,16.__2036,0.00,0.00,0.00
POZA-TULA,17.__2037,0.00,0.00,0.00
POZA-TULA,18.__2038,0.00,0.00,0.00
POZA-TULA,19.__2039,0.00,0.00,0.00
POZA-TULA,20.__2040,0.00,0.00,0.00
POZA-TULA,21.__2041,0.00,0.00,0.00
PUEB-VERA,01.__2021,"1,100.00",0.00,0.01
PUEB-VERA,02.__2022,0.00,0.00,0.00
PUEB-VERA,03.__2023,0.10,0.00,0.04
PUEB-VERA,04.__2024,0.00,0.00,0.00
PUEB-VERA,05.__2025,0.00,0.00,0.00
PUEB-VERA,06.__2026,0.00,0.00,0.00
PUEB-VERA,07.__2027,0.00,0.00,0.00
PUEB-VERA,08.__2028,0.00,0.00,0.00
PUEB-VERA,09.__2029,0.00,0.00,0.00
PUEB-VERA,10.__2030,0.00,0.00,0.00
PUEB-VERA,11.__2031,0.00,0.00,0.00
PUEB-VERA,12.__2032,0.00,0.00,0.00
PUEB-VERA,13.__2033,0.00,0.00,0.00
PUEB-VERA,14.__2034,0.00,0.00,0.00
PUEB-VERA,15.__2035,0.00,0.00,0.00
PUEB-VERA,16.__2036,0.00,0.00,0.00
PUEB-VERA,17.__2037,0.00,0.00,0.00
PUEB-VERA,18.__2038,0.00,0.00,0.00
PUEB-VERA,19.__2039,0.00,0.00,0.00
PUEB-VERA,20.__2040,0.00,0.00,0.00
PUEB-VERA,21.__2041,0.00,0.00,0.00
QUER-CENT,01.__2021,150.00,0.02,0.15
QUER-CENT,02.__2022,0.00,0.00,0.00
QUER-CENT,03.__2023,0.00,0.00,0.00
QUER-CENT,04.__2024,0.00,0.00,0.00
QUER-CENT,05.__2025,0.00,0.00,0.00
QUER-CENT,06.__2026,-150.00,"1,000.00","10,000.00"
QUER-CENT,07.__2027,0.00,0.00,0.00
QUER-CENT,08.__2028,0.00,0.00,0.00
QUER-CENT,09.__2029,0.00,0.00,0.00
QUER-CENT,10.__2030,0.00,0.00,0.00
QUER-CENT,11.__2031,0.00,0.00,0.00
QUER-CENT,12.__2032,0.00,0.00,0.00
QUER-CENT,13.__2033,0.00,0.00,0.00
QUER-CENT,14.__2034,0.00,0.00,0.00
QUER-CENT,15.__2035,0.00,0.00,0.00
QUER-CENT,16.__2036,0.00,0.00,0.00
QUER-CENT,17.__2037,0.00,0.00,0.00
QUER-CENT,18.__2038,0.00,0.00,0.00
QUER-CENT,19.__2039,0.00,0.00,0.00
QUER-CENT,20.__2040,0.00,0.00,0.00
QUER-CENT,21.__2041,0.00,0.00,0.00
QUER-JILO,01.__2021,165.00,0.00,0.03
QUER-JILO,02.__2022,0.00,0.00,0.00
QUER-JILO,03.__2023,0.00,0.00,0.00
QUER-JILO,04.__2024,0.00,0.00,0.00
QUER-JILO,05.__2025,0.00,0.00,0.00
QUER-JILO,06.__2026,335.00,0.00,0.02
QUER-JILO,07.__2027,0.00,0.00,0.00
QUER-JILO,08.__2028,0.00,0.00,0.00
QUER-JILO,09.__2029,0.00,0.00,0.00
QUER-JILO,10.__2030,0.00,0.00,0.00
QUER-JILO,11.__2031,0.00,0.00,0.00
QUER-JILO,12.__2032,0.00,0.00,0.00
QUER-JILO,13.__2033,0.00,0.00,0.00
QUER-JILO,14.__2034,0.00,0.00,0.00
QUER-JILO,15.__2035,0.00,0.00,0.00
QUER-JILO,16.__2036,0.00,0.00,0.00
QUER-JILO,17.__2037,0.00,0.00,0.00
QUER-JILO,18.__2038,0.00,0.00,0.00
QUER-JILO,19.__2039,0.00,0.00,0.00
QUER-JILO,20.__2040,0.00,0.00,0.00
QUER-JILO,21.__2041,0.00,0.00,0.00
REY-MAT,01.__2021,"1,400.00",0.00,0.01
REY-MAT,02.__2022,0.00,0.00,0.00
REY-MAT,03.__2023,0.00,0.00,0.00
REY-MAT,04.__2024,0.00,0.00,0.00
REY-MAT,05.__2025,0.00,0.00,0.00
REY-MAT,06.__2026,0.00,0.00,0.00
REY-MAT,07.__2027,0.00,0.00,0.00
REY-MAT,08.__2028,0.00,0.00,0.00
REY-MAT,09.__2029,0.00,0.00,0.00
REY-MAT,10.__2030,0.00,0.00,0.00
REY-MAT,11.__2031,0.00,0.00,0.00
REY-MAT,12.__2032,0.00,0.00,0.00
REY-MAT,13.__2033,0.00,0.00,0.00
REY-MAT,14.__2034,0.00,0.00,0.00
REY-MAT,15.__2035,0.00,0.00,0.00
REY-MAT,16.__2036,0.00,0.00,0.00
REY-MAT,17.__2037,0.00,0.00,0.00
REY-MAT,18.__2038,0.00,0.00,0.00
REY-MAT,19.__2039,0.00,0.00,0.00
REY-MAT,20.__2040,0.00,0.00,0.00
REY-MAT,21.__2041,0.00,0.00,0.00
RIO-NLAD,01.__2021,400.00,0.00,0.03
RIO-NLAD,02.__2022,0.00,0.00,0.00
RIO-NLAD,03.__2023,0.00,0.00,0.00
RIO-NLAD,04.__2024,0.00,0.00,0.00
RIO-NLAD,05.__2025,0.00,0.00,0.00
RIO-NLAD,06.__2026,0.00,0.00,0.00
RIO-NLAD,07.__2027,0.00,0.00,0.00
RIO-NLAD,08.__2028,0.00,0.00,0.00
RIO-NLAD,09.__2029,0.00,0.00,0.00
RIO-NLAD,10.__2030,0.00,0.00,0.00
RIO-NLAD,11.__2031,0.00,0.00,0.00
RIO-NLAD,12.__2032,0.00,0.00,0.00
RIO-NLAD,13.__2033,0.00,0.00,0.00
RIO-NLAD,14.__2034,0.00,0.00,0.00
RIO-NLAD,15.__2035,0.00,0.00,0.00
RIO-NLAD,16.__2036,0.00,0.00,0.00
RIO-NLAD,17.__2037,0.00,0.00,0.00
RIO-NLAD,18.__2038,0.00,0.00,0.00
RIO-NLAD,19.__2039,0.00,0.00,0.00
RIO-NLAD,20.__2040,0.00,0.00,0.00
RIO-NLAD,21.__2041,0.00,0.00,0.00
SALM-QUER,01.__2021,"1,600.00",0.00,0.00
SALM-QUER,02.__2022,0.00,0.00,0.00
SALM-QUER,03.__2023,0.00,0.00,0.00
SALM-QUER,04.__2024,0.00,0.00,0.00
SALM-QUER,05.__2025,0.00,0.00,0.00
SALM-QUER,06.__2026,0.00,0.00,0.00
SALM-QUER,07.__2027,0.00,0.00,0.00
SALM-QUER,08.__2028,0.00,0.00,0.00
SALM-QUER,09.__2029,0.00,0.00,0.00
SALM-QUER,10.__2030,0.00,0.00,0.00
SALM-QUER,11.__2031,0.00,0.00,0.00
SALM-QUER,12.__2032,0.00,0.00,0.00
SALM-QUER,13.__2033,0.00,0.00,0.00
SALM-QUER,14.__2034,0.00,0.00,0.00
SALM-QUER,15.__2035,0.00,0.00,0.00
SALM-QUER,16.__2036,0.00,0.00,0.00
SALM-QUER,17.__2037,0.00,0.00,0.00
SALM-QUER,18.__2038,0.00,0.00,0.00
SALM-QUER,19.__2039,0.00,0.00,0.00
SALM-QUER,20.__2040,0.00,0.00,0.00
SALM-QUER,21.__2041,0.00,0.00,0.00
SALT-1ROM,01.__2021,"1,350.00",0.00,0.02
SALT-1ROM,02.__2022,0.00,0.00,0.00
SALT-1ROM,03.__2023,0.00,0.00,0.00
SALT-1ROM,04.__2024,0.00,0.00,0.00
SALT-1ROM,05.__2025,57.00,0.02,0.20
SALT-1ROM,06.__2026,0.00,0.00,0.00
SALT-1ROM,07.__2027,0.00,0.00,0.00
SALT-1ROM,08.__2028,0.00,0.00,0.00
SALT-1ROM,09.__2029,0.00,0.00,0.00
SALT-1ROM,10.__2030,0.00,0.00,0.00
SALT-1ROM,11.__2031,0.00,0.00,0.00
SALT-1ROM,12.__2032,0.00,0.00,0.00
SALT-1ROM,13.__2033,0.00,0.00,0.00
SALT-1ROM,14.__2034,0.00,0.00,0.00
SALT-1ROM,15.__2035,0.00,0.00,0.00
SALT-1ROM,16.__2036,0.00,0.00,0.00
SALT-1ROM,17.__2037,0.00,0.00,0.00
SALT-1ROM,18.__2038,0.00,0.00,0.00
SALT-1ROM,19.__2039,0.00,0.00,0.00
SALT-1ROM,20.__2040,0.00,0.00,0.00
SALT-1ROM,21.__2041,0.00,0.00,0.00
SLP-SLPZ,01.__2021,490.00,0.01,0.04
SLP-SLPZ,02.__2022,0.00,0.00,0.00
SLP-SLPZ,03.__2023,0.00,0.00,0.00
SLP-SLPZ,04.__2024,0.00,0.00,0.00
SLP-SLPZ,05.__2025,0.00,0.00,0.00
SLP-SLPZ,06.__2026,0.00,0.00,0.00
SLP-SLPZ,07.__2027,0.00,0.00,0.00
SLP-SLPZ,08.__2028,0.00,0.00,0.00
SLP-SLPZ,09.__2029,0.00,0.00,0.00
SLP-SLPZ,10.__2030,0.00,0.00,0.00
SLP-SLPZ,11.__2031,0.00,0.00,0.00
SLP-SLPZ,12.__2032,0.00,0.00,0.00
SLP-SLPZ,13.__2033,0.00,0.00,0.00
SLP-SLPZ,14.__2034,0.00,0.00,0.00
SLP-SLPZ,15.__2035,0.00,0.00,0.00
SLP-SLPZ,16.__2036,0.00,0.00,0.00
SLP-SLPZ,17.__2037,0.00,0.00,0.00
SLP-SLPZ,18.__2038,0.00,0.00,0.00
SLP-SLPZ,19.__2039,0.00,0.00,0.00
SLP-SLPZ,20.__2040,0.00,0.00,0.00
SLP-SLPZ,21.__2041,0.00,0.00,0.00
SLPZ-QUER,01.__2021,876.00,0.00,0.01
SLPZ-QUER,02.__2022,0.00,0.00,0.00
SLPZ-QUER,03.__2023,0.00,0.00,0.00
SLPZ-QUER,04.__2024,350.00,0.01,0.04
SLPZ-QUER,05.__2025,0.10,0.01,0.06
SLPZ-QUER,06.__2026,0.00,0.00,0.00
SLPZ-QUER,07.__2027,0.00,0.00,0.00
SLPZ-QUER,08.__2028,0.00,0.00,0.00
SLPZ-QUER,09.__2029,0.00,0.00,0.00
SLPZ-QUER,10.__2030,0.00,0.00,0.00
SLPZ-QUER,11.__2031,0.00,0.00,0.00
SLPZ-QUER,12.__2032,0.00,0.00,0.00
SLPZ-QUER,13.__2033,0.00,0.00,0.00
SLPZ-QUER,14.__2034,0.00,0.00,0.00
SLPZ-QUER,15.__2035,0.00,0.00,0.00
SLPZ-QUER,16.__2036,0.00,0.00,0.00
SLPZ-QUER,17.__2037,0.00,0.00,0.00
SLPZ-QUER,18.__2038,0.00,0.00,0.00
SLPZ-QUER,19.__2039,0.00,0.00,0.00
SLPZ-QUER,20.__2040,0.00,0.00,0.00
SLPZ-QUER,21.__2041,0.00,0.00,0.00
TABA-ESCA,01.__2021,"1,200.00",0.00,0.02
TABA-ESCA,02.__2022,0.00,0.00,0.00
TABA-ESCA,03.__2023,0.00,0.00,0.00
TABA-ESCA,04.__2024,-200.00,"1,000.00","10,000.00"
TABA-ESCA,05.__2025,0.00,0.00,0.00
TABA-ESCA,06.__2026,0.00,0.00,0.00
TABA-ESCA,07.__2027,0.00,0.00,0.00
TABA-ESCA,08.__2028,0.00,0.00,0.00
TABA-ESCA,09.__2029,0.00,0.00,0.00
TABA-ESCA,10.__2030,0.00,0.00,0.00
TABA-ESCA,11.__2031,0.00,0.00,0.00
TABA-ESCA,12.__2032,0.00,0.00,0.00
TABA-ESCA,13.__2033,0.00,0.00,0.00
TABA-ESCA,14.__2034,0.00,0.00,0.00
TABA-ESCA,15.__2035,0.00,0.00,0.00
TABA-ESCA,16.__2036,0.00,0.00,0.00
TABA-ESCA,17.__2037,0.00,0.00,0.00
TABA-ESCA,18.__2038,0.00,0.00,0.00
TABA-ESCA,19.__2039,0.00,0.00,0.00
TABA-ESCA,20.__2040,0.00,0.00,0.00
TABA-ESCA,21.__2041,0.00,0.00,0.00
TAMA-JILO,01.__2021,0.00,0.00,0.00
TAMA-JILO,02.__2022,0.00,0.00,0.00
TAMA-JILO,03.__2023,0.00,0.00,0.00
TAMA-JILO,04.__2024,0.00,0.00,0.00
TAMA-JILO,05.__2025,0.00,0.00,0.00
TAMA-JILO,06.__2026,"1,435.00",0.00,0.02
TAMA-JILO,07.__2027,0.00,0.00,0.00
TAMA-JILO,08.__2028,0.00,0.00,0.00
TAMA-JILO,09.__2029,0.00,0.00,0.00
TAMA-JILO,10.__2030,0.00,0.00,0.00
TAMA-JILO,11.__2031,0.00,0.00,0.00
TAMA-JILO,12.__2032,0.00,0.00,0.00
TAMA-JILO,13.__2033,0.00,0.00,0.00
TAMA-JILO,14.__2034,0.00,0.00,0.00
TAMA-JILO,15.__2035,0.00,0.00,0.00
TAMA-JILO,16.__2036,0.00,0.00,0.00
TAMA-JILO,17.__2037,0.00,0.00,0.00
TAMA-JILO,18.__2038,0.00,0.00,0.00
TAMA-JILO,19.__2039,0.00,0.00,0.00
TAMA-JILO,20.__2040,0.00,0.00,0.00
TAMA-JILO,21.__2041,0.00,0.00,0.00
TAMA-QUER,01.__2021,"1,840.00",0.00,0.02
TAMA-QUER,02.__2022,0.00,0.00,0.00
TAMA-QUER,03.__2023,0.00,0.00,0.00
TAMA-QUER,04.__2024,0.00,0.00,0.00
TAMA-QUER,05.__2025,0.00,0.00,0.00
TAMA-QUER,06.__2026,-430.00,1.09,206.65
TAMA-QUER,07.__2027,0.00,0.00,0.00
TAMA-QUER,08.__2028,0.00,0.00,0.00
TAMA-QUER,09.__2029,0.00,0.00,0.00
TAMA-QUER,10.__2030,0.00,0.00,0.00
TAMA-QUER,11.__2031,0.00,0.00,0.00
TAMA-QUER,12.__2032,0.00,0.00,0.00
TAMA-QUER,13.__2033,0.00,0.00,0.00
TAMA-QUER,14.__2034,0.00,0.00,0.00
TAMA-QUER,15.__2035,0.00,0.00,0.00
TAMA-QUER,16.__2036,0.00,0.00,0.00
TAMA-QUER,17.__2037,0.00,0.00,0.00
TAMA-QUER,18.__2038,0.00,0.00,0.00
TAMA-QUER,19.__2039,0.00,0.00,0.00
TAMA-QUER,20.__2040,0.00,0.00,0.00
TAMA-QUER,21.__2041,0.00,0.00,0.00
TAM-HUA,01.__2021,"1,200.00",0.00,0.02
TAM-HUA,02.__2022,0.00,0.00,0.00
TAM-HUA,03.__2023,0.00,0.00,0.00
TAM-HUA,04.__2024,0.00,0.00,0.00
TAM-HUA,05.__2025,0.00,0.00,0.00
TAM-HUA,06.__2026,500.00,1.11,180.95
TAM-HUA,07.__2027,0.00,0.00,0.00
TAM-HUA,08.__2028,0.00,0.00,0.00
TAM-HUA,09.__2029,0.00,0.00,0.00
TAM-HUA,10.__2030,0.00,0.00,0.00
TAM-HUA,11.__2031,0.00,0.00,0.00
TAM-HUA,12.__2032,0.00,0.00,0.00
TAM-HUA,13.__2033,0.00,0.00,0.00
TAM-HUA,14.__2034,0.00,0.00,0.00
TAM-HUA,15.__2035,0.00,0.00,0.00
TAM-HUA,16.__2036,0.00,0.00,0.00
TAM-HUA,17.__2037,0.00,0.00,0.00
TAM-HUA,18.__2038,0.00,0.00,0.00
TAM-HUA,19.__2039,0.00,0.00,0.00
TAM-HUA,20.__2040,0.00,0.00,0.00
TAM-HUA,21.__2041,0.00,0.00,0.00
TEMA-COAT,01.__2021,"1,750.00",0.00,0.01
TEMA-COAT,02.__2022,0.00,0.00,0.00
TEMA-COAT,03.__2023,0.00,0.00,0.00
TEMA-COAT,04.__2024,0.00,0.00,0.00
TEMA-COAT,05.__2025,0.00,0.00,0.00
TEMA-COAT,06.__2026,0.00,0.00,0.00
TEMA-COAT,07.__2027,0.00,0.00,0.00
TEMA-COAT,08.__2028,0.00,0.00,0.00
TEMA-COAT,09.__2029,0.00,0.00,0.00
TEMA-COAT,10.__2030,0.00,0.00,0.00
TEMA-COAT,11.__2031,0.00,0.00,0.00
TEMA-COAT,12.__2032,0.00,0.00,0.00
TEMA-COAT,13.__2033,0.00,0.00,0.00
TEMA-COAT,14.__2034,0.00,0.00,0.00
TEMA-COAT,15.__2035,0.00,0.00,0.00
TEMA-COAT,16.__2036,0.00,0.00,0.00
TEMA-COAT,17.__2037,0.00,0.00,0.00
TEMA-COAT,18.__2038,0.00,0.00,0.00
TEMA-COAT,19.__2039,0.00,0.00,0.00
TEMA-COAT,20.__2040,0.00,0.00,0.00
TEMA-COAT,21.__2041,0.00,0.00,0.00
TEMA-OAXA,01.__2021,216.00,0.01,0.09
TEMA-OAXA,02.__2022,0.00,0.00,0.00
TEMA-OAXA,03.__2023,0.00,0.00,0.00
TEMA-OAXA,04.__2024,0.00,0.00,0.00
TEMA-OAXA,05.__2025,94.00,0.02,0.17
TEMA-OAXA,06.__2026,0.00,0.00,0.00
TEMA-OAXA,07.__2027,0.00,0.00,0.00
TEMA-OAXA,08.__2028,0.00,0.00,0.00
TEMA-OAXA,09.__2029,0.00,0.00,0.00
TEMA-OAXA,10.__2030,0.00,0.00,0.00
TEMA-OAXA,11.__2031,0.00,0.00,0.00
TEMA-OAXA,12.__2032,0.00,0.00,0.00
TEMA-OAXA,13.__2033,0.00,0.00,0.00
TEMA-OAXA,14.__2034,0.00,0.00,0.00
TEMA-OAXA,15.__2035,0.00,0.00,0.00
TEMA-OAXA,16.__2036,0.00,0.00,0.00
TEMA-OAXA,17.__2037,0.00,0.00,0.00
TEMA-OAXA,18.__2038,0.00,0.00,0.00
TEMA-OAXA,19.__2039,0.00,0.00,0.00
TEMA-OAXA,20.__2040,0.00,0.00,0.00
TEMA-OAXA,21.__2041,0.00,0.00,0.00
TEMA-PUEB,01.__2021,"3,210.00",0.00,0.01
TEMA-PUEB,02.__2022,0.00,0.00,0.00
TEMA-PUEB,03.__2023,0.00,0.00,0.00
TEMA-PUEB,04.__2024,177.00,0.76,61.25
TEMA-PUEB,05.__2025,0.00,0.00,0.00
TEMA-PUEB,06.__2026,0.00,0.00,0.00
TEMA-PUEB,07.__2027,0.00,0.00,0.00
TEMA-PUEB,08.__2028,0.00,0.00,0.00
TEMA-PUEB,09.__2029,0.00,0.00,0.00
TEMA-PUEB,10.__2030,0.00,0.00,0.00
TEMA-PUEB,11.__2031,0.00,0.00,0.00
TEMA-PUEB,12.__2032,0.00,0.00,0.00
TEMA-PUEB,13.__2033,0.00,0.00,0.00
TEMA-PUEB,14.__2034,0.00,0.00,0.00
TEMA-PUEB,15.__2035,0.00,0.00,0.00
TEMA-PUEB,16.__2036,0.00,0.00,0.00
TEMA-PUEB,17.__2037,0.00,0.00,0.00
TEMA-PUEB,18.__2038,0.00,0.00,0.00
TEMA-PUEB,19.__2039,0.00,0.00,0.00
TEMA-PUEB,20.__2040,0.00,0.00,0.00
TEMA-PUEB,21.__2041,0.00,0.00,0.00
TEP-GUA,01.__2021,"1,985.00",0.00,0.01
TEP-GUA,02.__2022,0.00,0.00,0.00
TEP-GUA,03.__2023,0.00,0.00,0.00
TEP-GUA,04.__2024,0.00,0.00,0.00
TEP-GUA,05.__2025,0.00,0.00,0.00
TEP-GUA,06.__2026,85.00,0.96,116.38
TEP-GUA,07.__2027,0.00,0.00,0.00
TEP-GUA,08.__2028,0.00,0.00,0.00
TEP-GUA,09.__2029,0.00,0.00,0.00
TEP-GUA,10.__2030,0.00,0.00,0.00
TEP-GUA,11.__2031,0.00,0.00,0.00
TEP-GUA,12.__2032,0.00,0.00,0.00
TEP-GUA,13.__2033,0.00,0.00,0.00
TEP-GUA,14.__2034,0.00,0.00,0.00
TEP-GUA,15.__2035,0.00,0.00,0.00
TEP-GUA,16.__2036,0.00,0.00,0.00
TEP-GUA,17.__2037,0.00,0.00,0.00
TEP-GUA,18.__2038,0.00,0.00,0.00
TEP-GUA,19.__2039,0.00,0.00,0.00
TEP-GUA,20.__2040,0.00,0.00,0.00
TEP-GUA,21.__2041,0.00,0.00,0.00
TOLU-CENT,01.__2021,965.00,0.00,0.00
TOLU-CENT,02.__2022,0.00,0.00,0.00
TOLU-CENT,03.__2023,0.00,0.00,0.00
TOLU-CENT,04.__2024,0.00,0.00,0.00
TOLU-CENT,05.__2025,0.00,0.00,0.00
TOLU-CENT,06.__2026,0.00,0.00,0.00
TOLU-CENT,07.__2027,0.00,0.00,0.00
TOLU-CENT,08.__2028,0.00,0.00,0.00
TOLU-CENT,09.__2029,0.00,0.00,0.00
TOLU-CENT,10.__2030,0.00,0.00,0.00
TOLU-CENT,11.__2031,0.00,0.00,0.00
TOLU-CENT,12.__2032,0.00,0.00,0.00
TOLU-CENT,13.__2033,0.00,0.00,0.00
TOLU-CENT,14.__2034,0.00,0.00,0.00
TOLU-CENT,15.__2035,0.00,0.00,0.00
TOLU-CENT,16.__2036,0.00,0.00,0.00
TOLU-CENT,17.__2037,0.00,0.00,0.00
TOLU-CENT,18.__2038,0.00,0.00,0.00
TOLU-CENT,19.__2039,0.00,0.00,0.00
TOLU-CENT,20.__2040,0.00,0.00,0.00
TOLU-CENT,21.__2041,0.00,0.00,0.00
TOLU-DOGU,01.__2021,650.00,0.00,0.01
TOLU-DOGU,02.__2022,0.00,0.00,0.00
TOLU-DOGU,03.__2023,0.00,0.00,0.00
TOLU-DOGU,04.__2024,0.00,0.00,0.00
TOLU-DOGU,05.__2025,0.00,0.00,0.00
TOLU-DOGU,06.__2026,0.00,0.00,0.00
TOLU-DOGU,07.__2027,0.00,0.00,0.00
TOLU-DOGU,08.__2028,0.00,0.00,0.00
TOLU-DOGU,09.__2029,0.00,0.00,0.00
TOLU-DOGU,10.__2030,0.00,0.00,0.00
TOLU-DOGU,11.__2031,0.00,0.00,0.00
TOLU-DOGU,12.__2032,0.00,0.00,0.00
TOLU-DOGU,13.__2033,0.00,0.00,0.00
TOLU-DOGU,14.__2034,0.00,0.00,0.00
TOLU-DOGU,15.__2035,0.00,0.00,0.00
TOLU-DOGU,16.__2036,0.00,0.00,0.00
TOLU-DOGU,17.__2037,0.00,0.00,0.00
TOLU-DOGU,18.__2038,0.00,0.00,0.00
TOLU-DOGU,19.__2039,0.00,0.00,0.00
TOLU-DOGU,20.__2040,0.00,0.00,0.00
TOLU-DOGU,21.__2041,0.00,0.00,0.00
TULA-CENT,01.__2021,"3,700.00",0.00,0.00
TULA-CENT,02.__2022,0.00,0.00,0.00
TULA-CENT,03.__2023,0.00,0.00,0.00
TULA-CENT,04.__2024,0.00,0.00,0.00
TULA-CENT,05.__2025,0.00,0.00,0.00
TULA-CENT,06.__2026,0.00,0.00,0.00
TULA-CENT,07.__2027,0.00,0.00,0.00
TULA-CENT,08.__2028,0.00,0.00,0.00
TULA-CENT,09.__2029,0.00,0.00,0.00
TULA-CENT,10.__2030,0.00,0.00,0.00
TULA-CENT,11.__2031,0.00,0.00,0.00
TULA-CENT,12.__2032,0.00,0.00,0.00
TULA-CENT,13.__2033,0.00,0.00,0.00
TULA-CENT,14.__2034,0.00,0.00,0.00
TULA-CENT,15.__2035,0.00,0.00,0.00
TULA-CENT,16.__2036,0.00,0.00,0.00
TULA-CENT,17.__2037,0.00,0.00,0.00
TULA-CENT,18.__2038,0.00,0.00,0.00
TULA-CENT,19.__2039,0.00,0.00,0.00
TULA-CENT,20.__2040,0.00,0.00,0.00
TULA-CENT,21.__2041,0.00,0.00,0.00
TULA-JILO,01.__2021,100.00,0.01,0.03
TULA-JILO,02.__2022,0.00,0.00,0.00
TULA-JILO,03.__2023,0.00,0.00,0.00
TULA-JILO,04.__2024,0.00,0.00,0.00
